"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"85-89 years"	"85-89"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	397	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	401	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	439	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	446	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	451	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	491	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	465	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	476	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	481	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	513	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	582	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	533	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	602	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	693	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	745	Not Applicable	Not Applicable
	"Michigan"	"26"	"85-89 years"	"85-89"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	719	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	207	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	242	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	267	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	291	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	331	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	375	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	402	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	392	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	392	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	451	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	443	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	426	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	477	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	535	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	585	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	583	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	698	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	771	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	799	Not Applicable	Not Applicable
	"Michigan"	"26"	"90-94 years"	"90-94"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	768	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	81	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	116	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	110	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	137	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	166	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	174	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	178	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	151	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	200	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	207	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	201	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	212	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	231	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	240	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	260	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	303	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	305	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	375	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	426	Not Applicable	Not Applicable
	"Michigan"	"26"	"95-99 years"	"95-99"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	428	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	11	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	19	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	23	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	25	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	27	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	32	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	42	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	35	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	38	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	47	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	37	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	45	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	47	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	57	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	52	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	61	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	74	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	90	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	87	Not Applicable	Not Applicable
	"Michigan"	"26"	"100+ years"	"100+"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	88	Not Applicable	Not Applicable
	"Minnesota"	"27"	"30-34 years"	"30-34"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	155140	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	152299	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	150696	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	147029	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	142157	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	136762	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	131785	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	127674	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	127206	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	129146	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	131918	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	133991	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	139542	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	143618	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	146474	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	147770	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	148129	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	146849	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	145193	Suppressed
	"Minnesota"	"27"	"30-34 years"	"30-34"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	142800	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	188820	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	185037	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	177712	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	169879	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	161333	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	155143	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	150992	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	148830	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	145151	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	140464	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	135219	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	131295	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	125535	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	124940	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	127877	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	131025	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	134980	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	139861	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	144520	Suppressed
	"Minnesota"	"27"	"35-39 years"	"35-39"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	147040	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	185801	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	188227	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	191633	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	191678	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	190460	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	187690	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	182599	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	175531	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	167637	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	159336	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	153231	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	149883	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	147589	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	144067	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	139254	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	134004	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	128944	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	124318	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	124385	Suppressed
	"Minnesota"	"27"	"40-44 years"	"40-44"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	126888	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	165241	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	168348	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	173142	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	176232	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	180086	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	182918	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	185440	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	188270	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	188635	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	187525	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	184890	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	181026	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	172919	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	165217	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	157025	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	150955	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	146997	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	144598	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	141228	Suppressed
	"Minnesota"	"27"	"45-49 years"	"45-49"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	136666	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	135877	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	141741	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	151661	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	153607	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	157139	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	161908	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	166555	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	170063	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	173475	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	177626	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	180869	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	183047	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	185825	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	185971	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	184341	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	181341	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	176154	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2016"	"2016"	"White"	"2106-3"	"Female"	"F"	Suppressed	168354	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2017"	"2017"	"White"	"2106-3"	"Female"	"F"	Suppressed	160732	Suppressed
	"Minnesota"	"27"	"50-54 years"	"50-54"	"2018"	"2018"	"White"	"2106-3"	"Female"	"F"	Suppressed	153124	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"1999"	"1999"	"White"	"2106-3"	"Female"	"F"	Suppressed	106072	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2000"	"2000"	"White"	"2106-3"	"Female"	"F"	Suppressed	108734	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2001"	"2001"	"White"	"2106-3"	"Female"	"F"	Suppressed	111815	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2002"	"2002"	"White"	"2106-3"	"Female"	"F"	Suppressed	120954	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2003"	"2003"	"White"	"2106-3"	"Female"	"F"	Suppressed	125594	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2004"	"2004"	"White"	"2106-3"	"Female"	"F"	Suppressed	131713	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2005"	"2005"	"White"	"2106-3"	"Female"	"F"	Suppressed	138620	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2006"	"2006"	"White"	"2106-3"	"Female"	"F"	Suppressed	147007	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2007"	"2007"	"White"	"2106-3"	"Female"	"F"	Suppressed	149015	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2008"	"2008"	"White"	"2106-3"	"Female"	"F"	Suppressed	152993	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2009"	"2009"	"White"	"2106-3"	"Female"	"F"	Suppressed	158047	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2010"	"2010"	"White"	"2106-3"	"Female"	"F"	Suppressed	161673	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2011"	"2011"	"White"	"2106-3"	"Female"	"F"	Suppressed	166314	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2012"	"2012"	"White"	"2106-3"	"Female"	"F"	Suppressed	169396	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2013"	"2013"	"White"	"2106-3"	"Female"	"F"	Suppressed	173701	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2014"	"2014"	"White"	"2106-3"	"Female"	"F"	Suppressed	176154	Suppressed
	"Minnesota"	"27"	"55-59 years"	"55-59"	"2015"	"2015"	"White"	"2106-3"	"Female"	"F"	Suppressed	178634	Suppressed
